id,sqm,room,type,price,price_sqm,description,agency,url,region,date,source
30477505,27,2,,22.7,840741,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30477505,"Lipótváros, V. kerület",2019-10-21,com
30301385,27,1,,22.8,844444,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+szent+istvan+korut/30301385,"Szent István körút, V. kerület",2019-10-21,com
30407710,26,1,,26.4,1015385,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30407710,"Lipótváros, V. kerület",2019-10-21,com
29700953,26,1,,26.4,1015385,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+kalman+imre+utca+21/29700953,"Kálmán Imre utca 21, V. kerület",2019-10-21,com
29993006,26,1,,29.9,1150000,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+papnovelde+utca/29993006,"Papnövelde utca, V. kerület",2019-10-21,com
30009773,26,1,,29.9,1150000,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+papnovelde+utca+8/30009773,"Papnövelde utca 8, V. kerület",2019-10-21,com
29904638,31,1,,31.9,1029032,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+semmelweis+utca+23/29904638,"Semmelweis utca 23., V. kerület",2019-10-21,com
30196820,31,1,,32.9,1061290,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+semmelweis+utca/30196820,"Semmelweis utca, V. kerület",2019-10-21,com
30175205,31,1,,32.9,1061290,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+semmelweis+utca/30175205,"Semmelweis utca, V. kerület",2019-10-21,com
30343508,31,1,,34.9,1125807,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30343508,"Belváros, V. kerület",2019-10-21,com
28740800,27,1,,38.9,1440741,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+jozsef+nador+ter/28740800,"József nádor tér, V. kerület",2019-10-21,com
29667371,27,1,,38.9,1440741,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+jozsef+nador+ter/29667371,"József nádor tér, V. kerület",2019-10-21,com
30495679,27,1,,38.9,1440741,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+jozsef+nador+ter/30495679,"József nádor tér, V. kerület",2019-10-21,com
30008339,27,1,,38.9,1440741,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+jozsef+nador+ter/30008339,"József nádor tér, V. kerület",2019-10-21,com
29692448,27,1,,38.9,1440741,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+jozsef+nador+ter/29692448,"József nádor tér, V. kerület",2019-10-21,com
30301421,33,1,,42.9,1300000,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+veres+palne+utca/30301421,"Veres Pálné utca, V. kerület",2019-10-21,com
29809211,33,1,,42.9,1243478,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+veres+palne+utca/29809211,"Veres Pálné utca, V. kerület",2019-10-21,com
30458953,28,1,,45,1607143,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30458953,"Lipótváros, V. kerület",2019-10-21,com
30089369,28,1,,45,1607143,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30089369,"Lipótváros, V. kerület",2019-10-21,com
30063026,28,1,,45,1607143,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30063026,"Lipótváros, V. kerület",2019-10-21,com
30061712,28,1,,45,1607143,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+garibaldi+utca/30061712,"Garibaldi utca, V. kerület",2019-10-21,com
30051671,28,1,,45,1607143,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30051671,"Lipótváros, V. kerület",2019-10-21,com
28882784,32,1,,49.9,1535385,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+karoly+korut/28882784,"Károly körút, V. kerület",2019-10-21,com
30115895,32,1,,49.9,1535385,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30115895,"Belváros, V. kerület",2019-10-21,com
28843394,32,1,,49.9,1559375,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+karoly+korut/28843394,"Károly körút, V. kerület",2019-10-21,com
28547840,32,1,,49.9,1535385,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/28547840,"Belváros, V. kerület",2019-10-21,com
28442012,32,1,,49.9,1535385,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/28442012,"Belváros, V. kerület",2019-10-21,com
27133194,27,1,,25.9,959259,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+belgrad+rakpart/27133194,"Belgrád rakpart, V. kerület",2018-11-04,com
27965825,29,1,,25.99,753333,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27965825,"Lipótváros, V. kerület",2018-11-04,com
27925469,29,1,,25.99,753333,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27925469,"Lipótváros, V. kerület",2018-11-04,com
27864515,29,1,,25.99,753333,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27864515,"Lipótváros, V. kerület",2018-11-04,com
27672031,29,1,,25.99,753333,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+szabadsag+ter/27672031,"Szabadság tér, V. kerület",2018-11-04,com
27561642,29,1,,25.99,753333,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+szabadsag+ter/27561642,"Szabadság tér, V. kerület",2018-11-04,com
27250969,29,1,,25.99,753333,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+szabadsag+ter/27250969,"Szabadság tér, V. kerület",2018-11-04,com
27216446,26,1,,25.99,999615,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+belgrad+rakpart/27216446,"Belgrád rakpart, V. kerület",2018-11-04,com
27635221,33,1,,30,882353,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+veres+palne+utca/27635221,"Veres Pálné utca, V. kerület",2018-11-04,com
27483306,33,1,,30,882353,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27483306,"Belváros, V. kerület",2018-11-04,com
22887362,33,1,,30,869565,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+veres+palne+utca/22887362,"Veres Pálné utca, V. kerület",2018-11-04,com
27735776,32,2,,34.9,1090625,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+garibaldi+utca/27735776,"Garibaldi utca, V. kerület",2018-11-04,com
27758849,32,1,,34.9,1090625,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+garibaldi+utca/27758849,"Garibaldi utca, V. kerület",2018-11-04,com
27956642,32,1,,34.9,1090625,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27956642,"Lipótváros, V. kerület",2018-11-04,com
27841412,32,1,,34.9,1090625,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27841412,"Lipótváros, V. kerület",2018-11-04,com
27812216,32,1,,34.9,1090625,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27812216,"Lipótváros, V. kerület",2018-11-04,com
27799817,32,1,,34.9,1090625,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27799817,"Lipótváros, V. kerület",2018-11-04,com
27753275,32,1,,34.9,1090625,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27753275,"Lipótváros, V. kerület",2018-11-04,com
27746549,32,1,,34.9,1090625,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27746549,"Lipótváros, V. kerület",2018-11-04,com
27738071,32,1,,34.9,1090625,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+garibaldi+utca/27738071,"Garibaldi utca, V. kerület",2018-11-04,com
27746537,32,2,,35.9,1121875,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27746537,"Lipótváros, V. kerület",2018-11-04,com
27845012,32,1,,35.9,1121875,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27845012,"Lipótváros, V. kerület",2018-11-04,com
27754067,32,1,,35.9,1121875,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+garibaldi+utca/27754067,"Garibaldi utca, V. kerület",2018-11-04,com
27743144,32,1,,35.9,1121875,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+garibaldi+utca/27743144,"Garibaldi utca, V. kerület",2018-11-04,com
27973904,33,1,,36.9,1118182,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+iranyi+utca/27973904,"Irányi utca, V. kerület",2018-11-04,com
28040948,33,1,,36.9,1118182,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/28040948,"Belváros, V. kerület",2018-11-04,com
27599652,33,1,,36.9,1118182,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27599652,"Belváros, V. kerület",2018-11-04,com
27426234,33,1,,36.9,1118182,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+cukor+utca/27426234,"Cukor utca, V. kerület",2018-11-04,com
27408153,33,1,,36.9,1118182,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+iranyi+utca/27408153,"Irányi utca, V. kerület",2018-11-04,com
27398475,33,1,,36.9,1118182,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/27398475,"Belváros, V. kerület",2018-11-04,com
27393051,33,1,,36.9,1118182,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+iranyi+utca/27393051,"Irányi utca, V. kerület",2018-11-04,com
27365616,33,1,,36.9,1118182,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+iranyi+utca/27365616,"Irányi utca, V. kerület",2018-11-04,com
27757655,33,1,,37.3,1130303,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+iranyi+utca/27757655,"Irányi utca, V. kerület",2018-11-04,com
